version,event_type,body.lock.id,body.lock.type,body.lock.status,body.battery_status.low_battery,body.battery_status.remaining_battery,body.battery_status.charging,body.location.geo.lat,body.location.geo.lng,body.location.geo.speed,body.signalStrength,body.timestamp,body.connection_status,body.severity,body.request_id,body.channel,body.user.type,body.user.id,Timestamp,Topic
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,92,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,92,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,92,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,92,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,92,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,93,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,93,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,93,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,93,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,93,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,94,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,94,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,94,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,94,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:17,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,95,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,97,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,97,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,97,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:24,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,98,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NO_MOTION_DETECTED,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370960000.0,OFFLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:30,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721370995000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:06:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371025000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:07:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,20,1721371055000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:07:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721371085000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:08:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721371115000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:08:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371145000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:09:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,20,1721371175000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:09:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371205000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:10:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721371235000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:10:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371265000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:11:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,22,1721371295000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:11:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371325000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:12:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,21,1721371355000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:12:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,25,1721371385000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:13:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371415000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:13:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,27,1721371445000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:14:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371475000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:14:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371505000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:15:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371535000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:15:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371565000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:16:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,27,1721371595000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:16:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371625000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:17:08,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371655000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:17:39,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371685000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:18:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371715000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:18:38,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371745000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:19:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371775000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:19:39,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,26,1721371805000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:20:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,29,1721371835000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:20:39,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371865000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:21:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371895000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:21:39,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721371926000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:22:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,27,1721371956000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:22:39,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,27,1721371986000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:23:09,topic/1/client/860181068984092/subscribe
V:6.1.0,NOTIFICATION,860181068984092,ELOCK,CLOSE,False,100,True,0,0,0,28,1721372016000.0,ONLINE,LOW,,MQTT,MQTT,860181068984092,2024-07-19 12:23:39,topic/1/client/860181068984092/subscribe
